"curriculur";"учебный план";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/Y3VycmljdWx1cg==2dd87e23.mp3]";;;"Мой словарь"
"unsinkable";"непотопляемый";;"ʌnsˈɪŋkəbl";;"[sound:https://audiocdn.lingualeo.com/v2/3/dW5zaW5rYWJsZQ==2881fbf4.mp3]";;;"Мой словарь"
"retention";"сохранение";"<img src='https://contentcdn.lingualeo.com/uploads/picture/314772.png'>";"riˈtɛnʃən";;"[sound:https://audiocdn.lingualeo.com/v2/3/cmV0ZW50aW9u5a025133.mp3]";;;"Мой словарь"
"kiosk";"киоск";;"kˈiːɒsk";"Opened the <b>Kiosk</b> and went out to sea.";"[sound:https://audiocdn.lingualeo.com/v2/3/a2lvc2s=1545c637.mp3]";"Opened the {{c1::Kiosk}} and went out to sea.";;"Мой словарь"
"alignment";"выравнивание";"<img src='https://contentcdn.lingualeo.com/uploads/picture/141591.png'>";"əˈlaɪnmənt";"The intermediate <b>alignment</b> section.";"[sound:https://audiocdn.lingualeo.com/v2/3/YWxpZ25tZW503148602b.mp3]";"The intermediate {{c1::alignment}} section.";;"Мой словарь"
"fillet";"филе";;"fˈɪlɪt";"That is <b>fillet</b> of sea snake.";"[sound:https://audiocdn.lingualeo.com/v2/3/ZmlsbGV000802fb8.mp3]";"That is {{c1::fillet}} of sea snake.";;"Мой словарь"
"raiser";"приспособление для подъёма";;"rˈeɪːzə";;"[sound:https://audiocdn.lingualeo.com/v2/3/cmFpc2Vye93138e0.mp3]";;;"Мой словарь"
"windfall";"неожиданная удача, особ. неожиданно полученные деньги";;"wˈɪndfɔːl";;"[sound:https://audiocdn.lingualeo.com/v2/3/d2luZGZhbGw=5bcc4343.mp3]";;;"Мой словарь"
"weigh";"взвесить";"<img src='https://contentcdn.lingualeo.com/uploads/picture/78414.png'>";"weɪ";"-May we <b>weigh</b> your baggage, please?";"[sound:https://audiocdn.lingualeo.com/v2/3/d2VpZ2g=d7e6aa68.mp3]";"-May we {{c1::weigh}} your baggage, please?";;"Мой словарь"
"carer";"опекающее лицо";;"kˈerə";;"[sound:https://audiocdn.lingualeo.com/v2/3/Y2FyZXI=e56ed3f3.mp3]";;;"Мой словарь"
"grayhound";"борзая, быстроходное судно";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/Z3JheWhvdW5k1b385370.mp3]";;;"Мой словарь"
"ranked";"выровнянный, классифицированный";;"ræŋkt";;"[sound:https://audiocdn.lingualeo.com/v2/3/cmFua2Vkd1862848.mp3]";;;"Мой словарь"
"ingress";"вход, доступ";;"ˈɪŋgrɛs";;"[sound:https://audiocdn.lingualeo.com/v2/3/aW5ncmVzcw==aa8e20da.mp3]";;;"Мой словарь"
"latch";"задвижка, запирать";;"lˈætʃ";;"[sound:https://audiocdn.lingualeo.com/v2/3/bGF0Y2g=ac8aeb4f.mp3]";;;"Мой словарь"
"sham";"подделка, притворство";;"ʃæm";;"[sound:https://audiocdn.lingualeo.com/v2/3/c2hhbQ==3ffc1884.mp3]";;;"Мой словарь"
"silencer";"глушитель, выхлопная труба (брит.)";;"ˈsaɪlənsə";;"[sound:https://audiocdn.lingualeo.com/v2/3/c2lsZW5jZXI=341c9b13.mp3]";;;"Мой словарь"
"tabard";"табличка, накидка";;"tˈæbəd";;"[sound:https://audiocdn.lingualeo.com/v2/3/dGFiYXJkd4d69392.mp3]";;;"Мой словарь"
"weep";"плакать";"<img src='https://contentcdn.lingualeo.com/uploads/picture/87263.png'>";"wiːp";"For men must work and women must <b>weep</b>?";"[sound:https://audiocdn.lingualeo.com/v2/3/d2VlcA==026e7285.mp3]";"For men must work and women must {{c1::weep}}?";;"Мой словарь"
"minesweep";"тральщик. игра морской бой";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/bWluZXN3ZWVwa2899c21.mp3]";;;"Мой словарь"
"patchy";"неоднородный";;"pˈætʃi";;"[sound:https://audiocdn.lingualeo.com/v2/3/cGF0Y2h5280be1fe.mp3]";;;"Мой словарь"
"hazel";"фундук, зеленый орех";;"ˈheɪz(ə)l";;"[sound:https://audiocdn.lingualeo.com/v2/3/aGF6ZWw=28b28195.mp3]";;;"Мой словарь"
"evenly";"равномерно";;"ˈivənli";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZXZlbmx5a13b3091.mp3]";;;"Мой словарь"
"mockup";"макет";;"mˈɒkʌp";;"[sound:https://audiocdn.lingualeo.com/v2/3/bW9ja3Vw5bb5b630.mp3]";;;"Мой словарь"
"dumbass";"тупица";;"dʌmbˈeɪːz";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZHVtYmFzcw==e15285dc.mp3]";;;"Мой словарь"
"clef";"муз. ключ";;"klɛf";;"[sound:https://audiocdn.lingualeo.com/v2/3/Y2xlZg==a0350904.mp3]";;;"Мой словарь"
"rooster";"петух";"<img src='https://contentcdn.lingualeo.com/uploads/picture/34428.png'>";"ˈruːstə";"- It's supposed to be a <b>rooster</b>.";"[sound:https://audiocdn.lingualeo.com/v2/3/cm9vc3Rlcg==42a6ae10.mp3]";"- It's supposed to be a {{c1::rooster}}.";;"Мой словарь"
"oblong";"продолговатый";"<img src='https://contentcdn.lingualeo.com/uploads/picture/2191.png'>";"ˈɒblɒŋ";;"[sound:https://audiocdn.lingualeo.com/v2/3/b2Jsb25n43cd0894.mp3]";;;"Мой словарь"
"ferris wheel";"чёртово колесо, колесо обозрения";;"fˈerɪz wˈiːl";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZmVycmlzIHdoZWVs0ce2504e.mp3]";;;"Мой словарь"
"wright";"ремесленник";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/d3JpZ2h0b41b4777.mp3]";;;"Мой словарь"
"gurgle";"булькать";;"gˈɜːgl";;"[sound:https://audiocdn.lingualeo.com/v2/3/Z3VyZ2xla1f9bc7b.mp3]";;;"Мой словарь"
"pretzel";"кренделёк";"<img src='https://contentcdn.lingualeo.com/uploads/picture/39128.png'>";"prˈetsl";"Would you like a chocolate covered <b>pretzel</b>?";"[sound:https://audiocdn.lingualeo.com/v2/3/cHJldHplbA==0e3804c9.mp3]";"Would you like a chocolate covered {{c1::pretzel}}?";;"Мой словарь"
"ambiance";"обстановка, окружение";;"ˈæmbiəns";;"[sound:https://audiocdn.lingualeo.com/v2/3/YW1iaWFuY2U=f0e786fd.mp3]";;;"Мой словарь"
"eliciation";"выявление";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/ZWxpY2lhdGlvbg==6aff64d7.mp3]";;;"Мой словарь"
"conifer";"дерево хвойное";;"ˈkɒnɪfə";;"[sound:https://audiocdn.lingualeo.com/v2/3/Y29uaWZlcg==c1e4c4c6.mp3]";;;"Мой словарь"
"Jew";"еврей";"<img src='https://contentcdn.lingualeo.com/uploads/picture/422831.png'>";"dʒˈuː";"A <b>Jew</b> attacking storm troopers.";"[sound:https://audiocdn.lingualeo.com/v2/3/amV31954c63b.mp3]";"A {{c1::Jew}} attacking storm troopers.";;"Мой словарь"
"entanglement";"запутанность";;"ɪntˈæŋglmənt";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZW50YW5nbGVtZW5083a5b86b.mp3]";;;"Мой словарь"
"entrant";"абитуриент. приезжий, вступающий в должность";;"ˈentrənt";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZW50cmFudA==e7cfd464.mp3]";;;"Мой словарь"
"challenger";"претендент";;"tʃˈæləndʒə";"You've gotta meet a <b>challenger</b>.";"[sound:https://audiocdn.lingualeo.com/v2/3/Y2hhbGxlbmdlcg==de93a9c0.mp3]";"You've gotta meet a {{c1::challenger}}.";;"Мой словарь"
"tactile";"тактильный, сенсорный";;"tˈæktaɪːl";;"[sound:https://audiocdn.lingualeo.com/v2/3/dGFjdGlsZQ==969365b0.mp3]";;;"Мой словарь"
"brine";"рассол, соляной раствор";;"brˈaɪn";;"[sound:https://audiocdn.lingualeo.com/v2/3/YnJpbmU=2ddd13dd.mp3]";;;"Мой словарь"
"reaper";"жнец";"<img src='https://contentcdn.lingualeo.com/uploads/picture/269614.png'>";"rˈiːpə";"You saw what was in the cellar, The Great <b>Reaper</b>.";"[sound:https://audiocdn.lingualeo.com/v2/3/cmVhcGVy51f866a3.mp3]";"You saw what was in the cellar, The Great {{c1::Reaper}}.";;"Мой словарь"
"diocese";"епархия";;"dˈaɪəsɪs";"What do you mean? What's its <b>diocese</b>?";"[sound:https://audiocdn.lingualeo.com/v2/3/ZGlvY2VzZQ==f7ae11c9.mp3]";"What do you mean? What's its {{c1::diocese}}?";;"Мой словарь"
"dweller";"житель";"<img src='https://contentcdn.lingualeo.com/uploads/picture/492823.png'>";"dwˈelə";"THE LIFE OF THE SUBWAY <b>DWELLER</b> IS ALL UPS OR DOWNS.";"[sound:https://audiocdn.lingualeo.com/v2/3/ZHdlbGxlcg==b6966cc8.mp3]";"THE LIFE OF THE SUBWAY {{c1::DWELLER}} IS ALL UPS OR DOWNS.";;"Мой словарь"
"admonish";"упрекать. советовать";;"ədmˈɒnɪʃ";;"[sound:https://audiocdn.lingualeo.com/v2/3/YWRtb25pc2g=90f3b0e6.mp3]";;;"Мой словарь"
"noteworthy";"заслуживающий внимания";;"noutwɜːði";;"[sound:https://audiocdn.lingualeo.com/v2/3/bm90ZXdvcnRoeQ==4f917e30.mp3]";;;"Мой словарь"
"steamer";"пароварка";;"ˈstimər";;"[sound:https://audiocdn.lingualeo.com/v2/3/c3RlYW1lcg==c970a629.mp3]";;;"Мой словарь"
"congregate";"собирать";;"kˈɒŋgrɪgɛɪːt";;"[sound:https://audiocdn.lingualeo.com/v2/3/Y29uZ3JlZ2F0ZQ==2c975b5b.mp3]";;;"Мой словарь"
"landline";"стационарный телефон, линия связи";;"lˈændlaɪːŋ";;"[sound:https://audiocdn.lingualeo.com/v2/3/bGFuZGxpbmU=d559c36f.mp3]";;;"Мой словарь"
"liege";"сеньор, вассал";;"lˈiːdʒ";;"[sound:https://audiocdn.lingualeo.com/v2/3/bGllZ2U=91b976b8.mp3]";;;"Мой словарь"
"catfish";"сом";"<img src='https://contentcdn.lingualeo.com/uploads/picture/3245250.png'>";"ˈkætˌfɪʃ";"We got <b>catfish</b>, collard greens and I baked a hoecake.";"[sound:https://audiocdn.lingualeo.com/v2/3/Y2F0ZmlzaA==e9a96011.mp3]";"We got {{c1::catfish}}, collard greens and I baked a hoecake.";;"Мой словарь"
"cinch";"разг. верное дело";;"sˈɪntʃ";;"[sound:https://audiocdn.lingualeo.com/v2/3/Y2luY2g=08c35a5e.mp3]";;;"Мой словарь"
"estrange";"делать чуждым";;"ɪstrˈeɪːndʒ";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZXN0cmFuZ2U=9c650649.mp3]";;;"Мой словарь"
"with each over";"друг с другом";;"wɪð iʧ ˈoʊvər";;"[sound:https://audiocdn.lingualeo.com/v2/3/d2l0aCBlYWNoIG92ZXI=d4e37225.mp3]";;;"Мой словарь"
"exemplary";"образцовый";;"ɪgzˈempləri";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZXhlbXBsYXJ57aa69f2d.mp3]";;;"Мой словарь"
"flattery";"лесть";"<img src='https://contentcdn.lingualeo.com/uploads/picture/801154.png'>";"flˈætəri";"Doctor Bomb, I'm impervious to <b>flattery</b>.";"[sound:https://audiocdn.lingualeo.com/v2/3/ZmxhdHRlcnk=bd5c2837.mp3]";"Doctor Bomb, I'm impervious to {{c1::flattery}}.";;"Мой словарь"
"profanity";"сквернословие, богохульство";;"prəfˈænɪti";;"[sound:https://audiocdn.lingualeo.com/v2/3/cHJvZmFuaXR5c2e4a713.mp3]";;;"Мой словарь"
"azure";"небосвод, лазурь";;"ˈæʒə";;"[sound:https://audiocdn.lingualeo.com/v2/3/YXp1cmU=33db8247.mp3]";;;"Мой словарь"
"vue";"вид";;"vˈʊ";;"[sound:https://audiocdn.lingualeo.com/v2/3/dnVlbaf331d1.mp3]";;;"Мой словарь"
"glaze";"глазурь";"<img src='https://contentcdn.lingualeo.com/uploads/picture/1869563.png'>";"gleɪz";"The <b>glaze</b> hasn't dried yet.";"[sound:https://audiocdn.lingualeo.com/v2/3/Z2xhemU=5a4267e5.mp3]";"The {{c1::glaze}} hasn't dried yet.";;"Мой словарь"
"refute";"опровергнуть";"<img src='https://contentcdn.lingualeo.com/uploads/picture/27415.png'>";"rɪfjˈuːt";"I can show you proof that the heart cannot <b>refute</b>.";"[sound:https://audiocdn.lingualeo.com/v2/3/cmVmdXRlcbe1d910.mp3]";"I can show you proof that the heart cannot {{c1::refute}}.";;"Мой словарь"
"flagging";"пометить";"<img src='https://contentcdn.lingualeo.com/uploads/picture/684706.png'>";"flˈægɪŋ";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZmxhZ2dpbmc=84b5b6ae.mp3]";;;"Мой словарь"
"payslip";"платежная ведомость";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/cGF5c2xpcA==e90bd250.mp3]";;;"Мой словарь"
"jelly";"желе";;"ˈʤɛli";;"[sound:https://audiocdn.lingualeo.com/v2/3/amVsbHk=af06816f.mp3]";;;"Мой словарь"
"mulberry";"шелковица";"<img src='https://contentcdn.lingualeo.com/uploads/picture/90772.png'>";"ˈmʌlˌbɛri";"Oh, why do the leaves Of the <b>mulberry</b> tree";"[sound:https://audiocdn.lingualeo.com/v2/3/bXVsYmVycnk=41dc309f.mp3]";"Oh, why do the leaves Of the {{c1::mulberry}} tree";;"Мой словарь"
"sufferance";"терпение";;"sˈʌfərəns";;"[sound:https://audiocdn.lingualeo.com/v2/3/c3VmZmVyYW5jZQ==5daff519.mp3]";;;"Мой словарь"
"ash tree";"ясень";;"æʃ tri";;"[sound:https://audiocdn.lingualeo.com/v2/3/YXNoIHRyZWU=618f3c50.mp3]";;;"Мой словарь"
"spoke";"спица (колес. говорил";;"spoʊk";;"[sound:https://audiocdn.lingualeo.com/v2/3/c3Bva2U=53a6b18d.mp3]";;;"Мой словарь"
"tween";"подросток, подрастать";;"twˈiːn";;"[sound:https://audiocdn.lingualeo.com/v2/3/dHdlZW4=9e1e52f0.mp3]";;;"Мой словарь"
"tracker";"следопыт";;"ˈtrækər";;"[sound:https://audiocdn.lingualeo.com/v2/3/dHJhY2tlcg==d85ef816.mp3]";;;"Мой словарь"
"contestant";"конкурент";"<img src='https://contentcdn.lingualeo.com/uploads/picture/724419.png'>";"kəntˈestənt";;"[sound:https://audiocdn.lingualeo.com/v2/3/Y29udGVzdGFudA==95e9da5a.mp3]";;;"Мой словарь"
"volley";"порыв. залп";;"vˈɒli";"Prepare for <b>volley</b> fire.";"[sound:https://audiocdn.lingualeo.com/v2/3/dm9sbGV545a7b09e.mp3]";"Prepare for {{c1::volley}} fire.";;"Мой словарь"
"pestle";"пестик";"<img src='https://contentcdn.lingualeo.com/uploads/picture/3233393.png'>";"pˈesl";"Using a mortar and <b>pestle</b>, the fruits are slightly pounded to remove the shells from the fruits without breaking the seed inside.";"[sound:https://audiocdn.lingualeo.com/v2/3/cGVzdGxla951031f.mp3]";"Using a mortar and {{c1::pestle}}, the fruits are slightly pounded to remove the shells from the fruits without breaking the seed inside.";;"Мой словарь"
"wilt";"вянут";;"wˈɪlt";"Flowers <b>wilt</b>, without air.";"[sound:https://audiocdn.lingualeo.com/v2/3/d2lsdA==5012a121.mp3]";"Flowers {{c1::wilt}}, without air.";;"Мой словарь"
"indulge";"баловать. потакать";;"ɪndˈʌldʒ";;"[sound:https://audiocdn.lingualeo.com/v2/3/aW5kdWxnZQ==59cc43c2.mp3]";;;"Мой словарь"
"treachery";"предательство";"<img src='https://contentcdn.lingualeo.com/uploads/picture/80776.png'>";"trˈetʃəri";"His reward has been your <b>treachery</b> and spite.";"[sound:https://audiocdn.lingualeo.com/v2/3/dHJlYWNoZXJ5e9cdc5c7.mp3]";"His reward has been your {{c1::treachery}} and spite.";;"Мой словарь"
"usurer";"ростовщик";"<img src='https://contentcdn.lingualeo.com/uploads/picture/296829.png'>";"jˈuːʒərə";"What gorgeous <b>usurer</b> nurtured these fronds for your pleasure?";"[sound:https://audiocdn.lingualeo.com/v2/3/dXN1cmVy99b3baed.mp3]";"What gorgeous {{c1::usurer}} nurtured these fronds for your pleasure?";;"Мой словарь"
"asphalt";"асфальт";"<img src='https://contentcdn.lingualeo.com/uploads/picture/1686319.png'>";"ˈæsfælt";"The <b>asphalt</b> will burn.";"[sound:https://audiocdn.lingualeo.com/v2/3/YXNwaGFsdA==cf2b3e48.mp3]";"The {{c1::asphalt}} will burn.";;"Мой словарь"
"loafer";"мокасин";"<img src='https://contentcdn.lingualeo.com/uploads/picture/3234237.png'>";"loufə";;"[sound:https://audiocdn.lingualeo.com/v2/3/bG9hZmVy5787b3e8.mp3]";;;"Мой словарь"
"lapel";"лацкан";"<img src='https://contentcdn.lingualeo.com/uploads/picture/56235.png'>";"ləpˈel";"There's a stain on your <b>lapel</b>.";"[sound:https://audiocdn.lingualeo.com/v2/3/bGFwZWw=273eb269.mp3]";"There's a stain on your {{c1::lapel}}.";;"Мой словарь"
"maternity leave";"декретный отпуск";;"məˈtɜrnɪti liv";;"[sound:https://audiocdn.lingualeo.com/v2/3/bWF0ZXJuaXR5IGxlYXZl233bf452.mp3]";;;"Мой словарь"
"tic tac toe";"крестики нолики";;"tˈɪk tˈek toʊ";;"[sound:https://audiocdn.lingualeo.com/v2/3/dGljIHRhYyB0b2U=d5f6b236.mp3]";;;"Мой словарь"
"amplifier";"усилитель";"<img src='https://contentcdn.lingualeo.com/uploads/picture/183208.png'>";"ˈæmpləˌfaɪər";"It's merely an <b>amplifier</b>, a director.";"[sound:https://audiocdn.lingualeo.com/v2/3/YW1wbGlmaWVy72d23441.mp3]";"It's merely an {{c1::amplifier}}, a director.";;"Мой словарь"
"almond";"миндаль, миндальный";;"ˈɑmənd";;"[sound:https://audiocdn.lingualeo.com/v2/3/YWxtb25ke32bf344.mp3]";;;"Мой словарь"
"obliterate";"стереть. уничтожить";"<img src='https://contentcdn.lingualeo.com/uploads/picture/479720.png'>";"əblˈɪtərɛɪːt";"Now... <b>obliterate</b> them.";"[sound:https://audiocdn.lingualeo.com/v2/3/b2JsaXRlcmF0ZQ==3f7d100d.mp3]";"Now... {{c1::obliterate}} them.";;"Мой словарь"
"consort";"наложница. супруга";"<img src='https://contentcdn.lingualeo.com/uploads/picture/47873.png'>";"ˈkɒnsɔːt";;"[sound:https://audiocdn.lingualeo.com/v2/3/Y29uc29ydA==8db4d54f.mp3]";;;"Мой словарь"
"shamble";"тащиться";;"ʃˈæmbl";;"[sound:https://audiocdn.lingualeo.com/v2/3/c2hhbWJsZQ==a6eb5316.mp3]";;;"Мой словарь"
"junker";"юнкер";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/anVua2Vy5bd5490a.mp3]";;;"Мой словарь"
"winker";"подмигиватель";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/d2lua2Vyf7aa1935.mp3]";;;"Мой словарь"
"twinkle";"сверкать";"<img src='https://contentcdn.lingualeo.com/uploads/picture/1708138.png'>";"twˈɪŋkl";"<b>Twinkle</b>, <b>twinkle</b>...";"[sound:https://audiocdn.lingualeo.com/v2/3/dHdpbmtsZQ==2cdc08ae.mp3]";"{{c1::Twinkle}}, {{c1::twinkle}}...";;"Мой словарь"
"dominion";"господство. владычество";"<img src='https://contentcdn.lingualeo.com/uploads/picture/1452854.png'>";"dəmˈɪnɪəːn";"The time has come for the <b>dominion</b> of Men.";"[sound:https://audiocdn.lingualeo.com/v2/3/ZG9taW5pb24=928bc468.mp3]";"The time has come for the {{c1::dominion}} of Men.";;"Мой словарь"
"opex";"текущие расходы";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/b3BleA==e651585b.mp3]";;;"Мой словарь"
"capex";"капитальные затраты";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/Y2FwZXg=ceb9c213.mp3]";;;"Мой словарь"
"magnifier";"лупа, увеличивающая линза";;"mˈægnɪfaɪːə";;"[sound:https://audiocdn.lingualeo.com/v2/3/bWFnbmlmaWVy492da578.mp3]";;;"Мой словарь"
"solicit";"просить";;"səlˈɪsɪt";;"[sound:https://audiocdn.lingualeo.com/v2/3/c29saWNpdA==4b127086.mp3]";;;"Мой словарь"
"pipeline";"трубопровод";"<img src='https://contentcdn.lingualeo.com/uploads/picture/957863.png'>";"ˈpaɪˌplaɪn";"I want you to fix that <b>pipeline</b> as soon as possible.";"[sound:https://audiocdn.lingualeo.com/v2/3/cGlwZWxpbmU=9d69c5bc.mp3]";"I want you to fix that {{c1::pipeline}} as soon as possible.";;"Мой словарь"
"cruciate";"крестообразный";;;;"[sound:https://audiocdn.lingualeo.com/v2/3/Y3J1Y2lhdGU=a5f31b42.mp3]";;;"Мой словарь"
"excruciate";"мучать";;"ɪkskrˈuːʃɪɛɪːt";;"[sound:https://audiocdn.lingualeo.com/v2/3/ZXhjcnVjaWF0ZQ==b4b6f2c9.mp3]";;;"Мой словарь"
"hairdresser";"парикмахер";"<img src='https://contentcdn.lingualeo.com/uploads/picture/3220748.png'>";"ˈhɛrˌdrɛsər";"Excuse me, that must be the <b>hairdresser</b>.";"[sound:https://audiocdn.lingualeo.com/v2/3/aGFpcmRyZXNzZXI=63d6996e.mp3]";"Excuse me, that must be the {{c1::hairdresser}}.";;"Мой словарь"
"sb";"somebody";;"ˈes bˈiː";;"[sound:https://audiocdn.lingualeo.com/v2/3/c2I=164f2721.mp3]";;;"Мой словарь"
"sth";"что-то. something";;"ˈes tˈiː j̆ˈeɪːtʃ";;"[sound:https://audiocdn.lingualeo.com/v2/3/c3Ro29665f21.mp3]";;;"Мой словарь"
